# Old comments in file ./phase1_ab_original/dpm_alphaBar_1-050-time_quadratic.txt
# order     : 1
# steps     : 50
# skip_type : time_quadratic
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99969620  :    0.00260 :    1
# 0.99930996  :    0.00495 :    3
# 0.99862993  :    0.00805 :    7
# 0.99751961  :    0.01190 :   10
# 0.99580753  :    0.01650 :   15
# 0.99329579  :    0.02185 :   20
# 0.98974973  :    0.02795 :   26
# 0.98490953  :    0.03481 :   33
# 0.97849500  :    0.04241 :   41
# 0.97020745  :    0.05076 :   49
# 0.95973396  :    0.05986 :   58
# 0.94675821  :    0.06971 :   68
# 0.93097502  :    0.08032 :   79
# 0.91209573  :    0.09167 :   90
# 0.88986635  :    0.10377 :  102
# 0.86408037  :    0.11662 :  115
# 0.83459920  :    0.13023 :  129
# 0.80136335  :    0.14458 :  143
# 0.76441383  :    0.15969 :  158
# 0.72390133  :    0.17554 :  174
# 0.68009883  :    0.19214 :  191
# 0.63340271  :    0.20950 :  208
# 0.58433783  :    0.22760 :  226
# 0.53354198  :    0.24646 :  245
# 0.48175344  :    0.26606 :  265
# 0.42977899  :    0.28642 :  285
# 0.37847048  :    0.30752 :  306
# 0.32867709  :    0.32938 :  328
# 0.28120837  :    0.35198 :  350
# 0.23678841  :    0.37534 :  374
# 0.19602349  :    0.39945 :  398
# 0.15936618  :    0.42430 :  423
# 0.12709631  :    0.44991 :  448
# 0.09931426  :    0.47626 :  475
# 0.07594710  :    0.50337 :  502
# 0.05676719  :    0.53123 :  530
# 0.04142054  :    0.55984 :  558
# 0.02946457  :    0.58919 :  588
# 0.02040645  :    0.61930 :  618
# 0.01374107  :    0.65016 :  649
# 0.00898346  :    0.68177 :  680
# 0.00569389  :    0.71413 :  713
# 0.00349358  :    0.74723 :  746
# 0.00207191  :    0.78109 :  780
# 0.00118584  :    0.81570 :  814
# 0.00065396  :    0.85106 :  850
# 0.00034693  :    0.88717 :  886
# 0.00017675  :    0.92403 :  923
# 0.00008633  :    0.96164 :  960
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 12666265224247662528
# order from param    : None
# order from file     : 1
# order final         : 1
# skip_type from param: None
# skip_type from file : time_quadratic
# skip_type final     : time_quadratic
# Epoch       : 000999; loss:245.971618 = 222.529353 + 23.442265
# loss_var    : 630.556418 => 222.529353
# model.lp    : 0.1
# model.out_ch: 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.591895: 223: 0.957716; 0.001156* 108.382154= 0.125289;  0.125289/0.591895=  0.211675
0.562923: 234: 0.951052; 0.001453* 102.543724= 0.148996;  0.148996/0.562923=  0.264682
0.528958: 247: 0.939662; 0.002067*  96.081484= 0.198590;  0.198590/0.528958=  0.375436
0.489996: 261: 0.926343; 0.002871*  89.141153= 0.255907;  0.255907/0.489996=  0.522263
0.446715: 278: 0.911670; 0.003838*  81.506345= 0.312860;  0.312860/0.446715=  0.700358
0.400494: 297: 0.896532; 0.004897*  74.332352= 0.363999;  0.363999/0.400494=  0.908875
0.352652: 317: 0.880542; 0.006087*  66.996597= 0.407808;  0.407808/0.352652=  1.156406
0.304704: 339: 0.864037; 0.007389*  59.881198= 0.442454;  0.442454/0.304704=  1.452076
0.258048: 362: 0.846879; 0.008838*  52.832115= 0.466953;  0.466953/0.258048=  1.809560
0.213975: 387: 0.829207; 0.010448*  46.279641= 0.483508;  0.483508/0.213975=  2.259649
0.173531: 413: 0.810986; 0.012253*  39.866179= 0.488500;  0.488500/0.173531=  2.815065
0.137484: 440: 0.792276; 0.014286*  34.098442= 0.487142;  0.487142/0.137484=  3.543258
0.106287: 468: 0.773084; 0.016586*  28.550488= 0.473545;  0.473545/0.106287=  4.455356
0.080089: 497: 0.753519; 0.019180*  23.540254= 0.451505;  0.451505/0.080089=  5.637530
0.058754: 527: 0.733612; 0.022106*  19.020021= 0.420459;  0.420459/0.058754=  7.156221
0.041915: 557: 0.713392; 0.025402*  15.027446= 0.381733;  0.381733/0.041915=  9.107362
0.029043: 589: 0.692914; 0.029100*  11.545007= 0.335965;  0.335965/0.029043= 11.567703
0.019523: 621: 0.672217; 0.033232*   8.636750= 0.287014;  0.287014/0.019523= 14.700978
0.012717: 655: 0.651359; 0.037819*   6.233606= 0.235747;  0.235747/0.012717= 18.538251
0.008017: 688: 0.630412; 0.042875*   4.318999= 0.185178;  0.185178/0.008017= 23.098702
0.004885: 723: 0.609396; 0.048423*   2.903738= 0.140607;  0.140607/0.004885= 28.780978
0.002874: 759: 0.588365; 0.054470*   1.852803= 0.100922;  0.100922/0.002874= 35.110662
0.001631: 795: 0.567452; 0.060996*   1.129955= 0.068923;  0.068923/0.001631= 42.255611
