# Old comments in file ./phase1_ab_original/dpm_alphaBar_1-050-time_uniform.txt
# order     : 1
# steps     : 50
# skip_type : time_uniform
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99374515  :    0.02098 :   19
# 0.97980201  :    0.04096 :   39
# 0.95839578  :    0.06094 :   59
# 0.93002242  :    0.08092 :   79
# 0.89532876  :    0.10090 :   99
# 0.85508835  :    0.12088 :  119
# 0.81017196  :    0.14086 :  139
# 0.76151741  :    0.16084 :  159
# 0.71009684  :    0.18082 :  179
# 0.65688461  :    0.20080 :  199
# 0.60282701  :    0.22078 :  219
# 0.54881662  :    0.24076 :  239
# 0.49566856  :    0.26074 :  259
# 0.44410270  :    0.28072 :  279
# 0.39473221  :    0.30070 :  299
# 0.34805411  :    0.32068 :  319
# 0.30444932  :    0.34066 :  339
# 0.26418364  :    0.36064 :  359
# 0.22741456  :    0.38062 :  379
# 0.19420029  :    0.40060 :  399
# 0.16451307  :    0.42058 :  419
# 0.13825080  :    0.44056 :  439
# 0.11525249  :    0.46054 :  459
# 0.09531191  :    0.48052 :  479
# 0.07819104  :    0.50050 :  499
# 0.06363231  :    0.52048 :  519
# 0.05136989  :    0.54046 :  539
# 0.04113851  :    0.56044 :  559
# 0.03268097  :    0.58042 :  579
# 0.02575416  :    0.60040 :  599
# 0.02013281  :    0.62038 :  619
# 0.01561221  :    0.64036 :  639
# 0.01200952  :    0.66034 :  659
# 0.00916405  :    0.68032 :  679
# 0.00693662  :    0.70030 :  699
# 0.00520841  :    0.72028 :  719
# 0.00387935  :    0.74026 :  739
# 0.00286620  :    0.76024 :  759
# 0.00210062  :    0.78022 :  779
# 0.00152714  :    0.80020 :  799
# 0.00110129  :    0.82018 :  819
# 0.00078780  :    0.84016 :  839
# 0.00055900  :    0.86014 :  859
# 0.00039346  :    0.88012 :  879
# 0.00027471  :    0.90010 :  899
# 0.00019025  :    0.92008 :  919
# 0.00013069  :    0.94006 :  939
# 0.00008906  :    0.96004 :  959
# 0.00006020  :    0.98002 :  979
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 11164449306400615263
# order from param    : None
# order from file     : 1
# order final         : 1
# skip_type from param: None
# skip_type from file : time_uniform
# skip_type final     : time_uniform
# Epoch       : 000999; loss:147.467666 = 130.452822 + 17.014844
# loss_var    : 419.788229 => 130.452822
# model.lp    : 0.1
# model.out_ch: 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.088051: 487: 0.884099; 0.003937*  25.095935= 0.098801;  0.098801/0.088051=  1.122095
0.077900: 499: 0.884716; 0.003848*  23.113246= 0.088936;  0.088936/0.077900=  1.141673
0.068726: 512: 0.882229; 0.003979*  21.189685= 0.084319;  0.084319/0.068726=  1.226898
0.060334: 524: 0.877903; 0.004247*  19.434503= 0.082537;  0.082537/0.060334=  1.367987
0.052647: 537: 0.872578; 0.004600*  17.611254= 0.081004;  0.081004/0.052647=  1.538648
0.045665: 550: 0.867380; 0.004958*  15.896296= 0.078820;  0.078820/0.045665=  1.726066
0.039339: 563: 0.861486; 0.005389*  14.372735= 0.077455;  0.077455/0.039339=  1.968882
0.033660: 576: 0.855639; 0.005836*  12.804334= 0.074730;  0.074730/0.033660=  2.220112
0.028603: 590: 0.849748; 0.006308*  11.406993= 0.071958;  0.071958/0.028603=  2.515775
0.024140: 604: 0.843973; 0.006791*  10.081112= 0.068465;  0.068465/0.024140=  2.836165
0.020231: 618: 0.838057; 0.007310*   8.857727= 0.064746;  0.064746/0.020231=  3.200381
0.016837: 633: 0.832264; 0.007839*   7.717208= 0.060492;  0.060492/0.016837=  3.592773
0.013915: 648: 0.826460; 0.008392*   6.679282= 0.056050;  0.056050/0.013915=  4.027920
0.011419: 663: 0.820639; 0.008969*   5.732171= 0.051415;  0.051415/0.011419=  4.502380
0.009306: 678: 0.814919; 0.009560*   4.902986= 0.046874;  0.046874/0.009306=  5.037020
0.007530: 693: 0.809187; 0.010176*   4.131406= 0.042040;  0.042040/0.007530=  5.582860
0.006051: 708: 0.803518; 0.010808*   3.448265= 0.037267;  0.037267/0.006051=  6.159226
0.004828: 724: 0.797885; 0.011459*   2.880674= 0.033009;  0.033009/0.004828=  6.837366
0.003825: 740: 0.792256; 0.012133*   2.354158= 0.028563;  0.028563/0.003825=  7.467741
0.003009: 756: 0.786666; 0.012826*   1.929038= 0.024741;  0.024741/0.003009=  8.222836
0.002351: 772: 0.781216; 0.013523*   1.563227= 0.021140;  0.021140/0.002351=  8.993740
0.001823: 788: 0.775721; 0.014250*   1.242277= 0.017703;  0.017703/0.001823=  9.708654
0.001404: 804: 0.770225; 0.015000*   0.984238= 0.014763;  0.014763/0.001404= 10.512062
