# Old comments in file ./phase1_ab_original/dpm_alphaBar_2-050-logSNR.txt
# order     : 2
# steps     : 50
# skip_type : logSNR
# data_type : alpha_bar
# alpha_bar : timestep
# 
# Old alpha_bar and its timestep, and estimated timestep in vs
# 0.99985278  :    0.00139 :    0
# 0.99978334  :    0.00197 :    0
# 0.99968112  :    0.00271 :    1
# 0.99953079  :    0.00369 :    2
# 0.99930942  :    0.00495 :    3
# 0.99898380  :    0.00654 :    5
# 0.99850500  :    0.00853 :    7
# 0.99780113  :    0.01102 :   10
# 0.99676692  :    0.01407 :   13
# 0.99524850  :    0.01780 :   16
# 0.99302185  :    0.02237 :   21
# 0.98976260  :    0.02793 :   26
# 0.98500395  :    0.03468 :   33
# 0.97808242  :    0.04286 :   41
# 0.96806973  :    0.05273 :   51
# 0.95369953  :    0.06460 :   63
# 0.93330741  :    0.07882 :   77
# 0.90483028  :    0.09575 :   94
# 0.86594027  :    0.11573 :  114
# 0.81441766  :    0.13905 :  138
# 0.74883711  :    0.16585 :  164
# 0.66948676  :    0.19611 :  195
# 0.57915604  :    0.22952 :  228
# 0.48319510  :    0.26551 :  264
# 0.38845766  :    0.30332 :  302
# 0.30145997  :    0.34209 :  341
# 0.22672275  :    0.38102 :  380
# 0.16610815  :    0.41944 :  418
# 0.11920086  :    0.45691 :  455
# 0.08420218  :    0.49312 :  492
# 0.05879358  :    0.52795 :  526
# 0.04071138  :    0.56136 :  560
# 0.02802482  :    0.59339 :  592
# 0.01921250  :    0.62410 :  623
# 0.01313374  :    0.65359 :  652
# 0.00896071  :    0.68195 :  680
# 0.00610539  :    0.70927 :  708
# 0.00415609  :    0.73564 :  734
# 0.00282739  :    0.76113 :  760
# 0.00192265  :    0.78582 :  784
# 0.00130704  :    0.80977 :  808
# 0.00088837  :    0.83305 :  832
# 0.00060372  :    0.85570 :  854
# 0.00041025  :    0.87777 :  876
# 0.00027876  :    0.89929 :  898
# 0.00018940  :    0.92032 :  919
# 0.00012869  :    0.94087 :  939
# 0.00008743  :    0.96099 :  959
# 0.00005940  :    0.98069 :  979
# 0.00004036  :    1.00000 :  998
# 
# lr           : 4e-06
# lp           : 0.1
# n_epochs     : 1000
# aa_low       : 0.0001
# aa_low_lambda: 1.0e+07
# beta_schedule: linear
# torch.seed() : 7079711436714735803
# order from param    : None
# order from file     : 2
# order final         : 2
# skip_type from param: None
# skip_type from file : logSNR
# skip_type final     : logSNR
# Epoch       : 000999; loss:610.541119 = 571.515486 + 39.025633
# loss_var    : 2016.414395 => 571.515486
# model.lp    : 0.1
# model.out_ch: 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.281108: 351: 0.806364; 0.054256* 122.750635= 6.659925;  6.659925/0.281108= 23.691685
0.224385: 381: 0.798216; 0.0     *   0.0     = 0.0     ;  0.0     /0.224385=  0.0     
0.177808: 410: 0.792422; 0.054020*  88.470789= 4.779174;  4.779174/0.177808= 26.878339
0.140175: 438: 0.788353; 0.0     *   0.0     = 0.0     ;  0.0     /0.140175=  0.0     
0.110112: 464: 0.785531; 0.052800*  63.697556= 3.363215;  3.363215/0.110112= 30.543614
0.086282: 489: 0.783581; 0.0     *   0.0     = 0.0     ;  0.0     /0.086282=  0.0     
0.067493: 513: 0.782245; 0.051580*  45.692665= 2.356819;  2.356819/0.067493= 34.919287
0.052735: 537: 0.781330; 0.0     *   0.0     = 0.0     ;  0.0     /0.052735=  0.0     
0.041170: 559: 0.780705; 0.050624*  32.498703= 1.645217;  1.645217/0.041170= 39.961397
0.032124: 580: 0.780279; 0.0     *   0.0     = 0.0     ;  0.0     /0.032124=  0.0     
0.025057: 601: 0.779991; 0.049945*  22.783024= 1.137909;  1.137909/0.025057= 45.413501
0.019539: 621: 0.779791; 0.0     *   0.0     = 0.0     ;  0.0     /0.019539=  0.0     
0.015234: 641: 0.779662; 0.049488*  15.789998= 0.781409;  0.781409/0.015234= 51.294558
0.011876: 660: 0.779561; 0.0     *   0.0     = 0.0     ;  0.0     /0.011876=  0.0     
0.009257: 678: 0.779521; 0.049186*  10.813150= 0.531861;  0.531861/0.009257= 57.453060
0.007216: 696: 0.779470; 0.0     *   0.0     = 0.0     ;  0.0     /0.007216=  0.0     
0.005624: 713: 0.779420; 0.048998*   7.277501= 0.356583;  0.356583/0.005624= 63.402297
0.004384: 731: 0.779443; 0.0     *   0.0     = 0.0     ;  0.0     /0.004384=  0.0     
0.003417: 747: 0.779369; 0.048876*   4.794521= 0.234337;  0.234337/0.003417= 68.589311
0.002663: 764: 0.779383; 0.0     *   0.0     = 0.0     ;  0.0     /0.002663=  0.0     
0.002075: 779: 0.779447; 0.048788*   3.136614= 0.153028;  0.153028/0.002075= 73.731195
