# Old comments in file ../exp/dpm_alphaBar/dpm_alphaBar_1-100-time_quadratic.txt
# order     : 1
# steps     : 100
# skip_type : time_quadratic
# data_type : alpha_bar
# 
# Old alpha_bar and its timestep
# 0.99981529    0
# 0.99969620    1
# 0.99953145    2
# 0.99930996    3
# 0.99901235    5
# 0.99862993    7
# 0.99813807    8
# 0.99751961   10
# 0.99675131   13
# 0.99580753   15
# 0.99466693   18
# 0.99329579   20
# 0.99166685   23
# 0.98974973   26
# 0.98750734   30
# 0.98490953   33
# 0.98191702   37
# 0.97849500   41
# 0.97460449   45
# 0.97020745   49
# 0.96526349   54
# 0.95973396   58
# 0.95357776   63
# 0.94675821   68
# 0.93923765   73
# 0.93097502   79
# 0.92194039   84
# 0.91209573   90
# 0.90141374   96
# 0.88986635  102
# 0.87742943  109
# 0.86408037  115
# 0.84980732  122
# 0.83459920  129
# 0.81845039  136
# 0.80136335  143
# 0.78334761  151
# 0.76441401  158
# 0.74458891  166
# 0.72390139  174
# 0.70238960  182
# 0.68009895  191
# 0.65708250  199
# 0.63340271  208
# 0.60912889  217
# 0.58433783  226
# 0.55911332  235
# 0.53354198  245
# 0.50772280  255
# 0.48175344  265
# 0.45573676  275
# 0.42977899  285
# 0.40398845  295
# 0.37847036  306
# 0.35333231  317
# 0.32867697  328
# 0.30460387  339
# 0.28120822  350
# 0.25857562  362
# 0.23678829  374
# 0.21591711  386
# 0.19602349  398
# 0.17716001  410
# 0.15936618  423
# 0.14267248  436
# 0.12709631  448
# 0.11264504  461
# 0.09931426  475
# 0.08708974  488
# 0.07594710  502
# 0.06585336  516
# 0.05676719  530
# 0.04864064  544
# 0.04142054  558
# 0.03504879  573
# 0.02946457  588
# 0.02460498  603
# 0.02040645  618
# 0.01680579  633
# 0.01374107  649
# 0.01115256  664
# 0.00898346  680
# 0.00718040  696
# 0.00569389  713
# 0.00447862  729
# 0.00349358  746
# 0.00270215  763
# 0.00207191  780
# 0.00157460  797
# 0.00118584  814
# 0.00088481  832
# 0.00065396  850
# 0.00047868  868
# 0.00034693  886
# 0.00024891  904
# 0.00017675  923
# 0.00012419  941
# 0.00008633  960
# 0.00005936  979
# 0.00004036  998
# 
# lr           : 1e-06
# n_epochs     : 10000
# aa_low       : 0.0001
# aa_low_lambda: 10000000.0
# beta_schedule: linear
# torch.seed() : 8079376260256798063
# alpha_bar_dir: ../exp/dpm_alphaBar
# Epoch        : 009999; loss:285.986438 = 285.986433 + 0.000005
# loss_var     : 357.762422 => 285.986433
# model.learning_portion: 0.01
# model.out_channels    : 100
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.983719:  35: 0.998806; 0.000023* 477.928554= 0.010871;  0.010871/0.983719=  0.011051
0.981875:  37: 0.998126; 0.000051* 460.770536= 0.023551;  0.023551/0.981875=  0.023986
0.979001:  40: 0.997073; 0.000110* 437.829963= 0.048077;  0.048077/0.979001=  0.049108
0.975034:  45: 0.995948; 0.000179* 411.755498= 0.073822;  0.073822/0.975034=  0.075712
0.969878:  50: 0.994712; 0.000255* 384.665155= 0.098105;  0.098105/0.969878=  0.101152
0.963492:  55: 0.993415; 0.000327* 358.546917= 0.117292;  0.117292/0.963492=  0.121736
0.955829:  61: 0.992047; 0.000394* 332.898880= 0.131289;  0.131289/0.955829=  0.137356
0.946836:  68: 0.990592; 0.000458* 309.819456= 0.141806;  0.141806/0.946836=  0.149769
0.936484:  75: 0.989066; 0.000516* 288.507567= 0.148872;  0.148872/0.936484=  0.158969
0.924743:  83: 0.987463; 0.000571* 268.771803= 0.153413;  0.153413/0.924743=  0.165898
0.911592:  90: 0.985779; 0.000623* 251.248644= 0.156556;  0.156556/0.911592=  0.171739
0.897014:  99: 0.984009; 0.000674* 235.152415= 0.158543;  0.158543/0.897014=  0.176745
0.881012: 107: 0.982160; 0.000724* 220.274963= 0.159489;  0.159489/0.881012=  0.181030
0.863594: 115: 0.980229; 0.000774* 206.743757= 0.159927;  0.159927/0.863594=  0.185188
0.844776: 124: 0.978210; 0.000824* 194.183694= 0.159926;  0.159926/0.844776=  0.189312
0.824588: 133: 0.976102; 0.000875* 182.646644= 0.159750;  0.159750/0.824588=  0.193733
0.803073: 142: 0.973909; 0.000927* 171.964896= 0.159359;  0.159359/0.803073=  0.198436
0.780286: 152: 0.971625; 0.000981* 162.267559= 0.159111;  0.159111/0.780286=  0.203913
0.756290: 161: 0.969247; 0.001037* 152.967388= 0.158577;  0.158577/0.756290=  0.209678
0.731163: 171: 0.966776; 0.001095* 144.217936= 0.157958;  0.157958/0.731163=  0.216037
0.704998: 181: 0.964214; 0.001157* 136.284859= 0.157618;  0.157618/0.704998=  0.223573
0.677896: 191: 0.961558; 0.001221* 128.731793= 0.157183;  0.157183/0.677896=  0.231869
0.649965: 202: 0.958797; 0.001290* 121.634673= 0.156858;  0.156858/0.649965=  0.241333
0.621330: 212: 0.955943; 0.001362* 114.843299= 0.156405;  0.156405/0.621330=  0.251726
0.592129: 223: 0.953002; 0.001438* 108.429307= 0.155917;  0.155917/0.592129=  0.263316
0.562485: 234: 0.949937; 0.001520* 102.464630= 0.155791;  0.155791/0.562485=  0.276970
0.532551: 245: 0.946784; 0.001607*  96.853216= 0.155690;  0.155690/0.532551=  0.292346
0.502482: 257: 0.943538; 0.001700*  91.081142= 0.154826;  0.154826/0.502482=  0.308122
0.472421: 268: 0.940175; 0.001800*  86.166896= 0.155061;  0.155061/0.472421=  0.328227
0.442520: 280: 0.936707; 0.001906*  81.133854= 0.154670;  0.154670/0.442520=  0.349521
0.412939: 292: 0.933153; 0.002020*  76.339017= 0.154176;  0.154176/0.412939=  0.373363
0.383816: 304: 0.929473; 0.002143*  71.753881= 0.153739;  0.153739/0.383816=  0.400553
0.355299: 316: 0.925703; 0.002274*  67.352052= 0.153128;  0.153128/0.355299=  0.430984
0.327519: 328: 0.921812; 0.002415*  63.310820= 0.152911;  0.152911/0.327519=  0.466877
0.300604: 341: 0.917821; 0.002567*  59.312753= 0.152266;  0.152266/0.300604=  0.506534
0.274669: 354: 0.913724; 0.002731*  55.345553= 0.151123;  0.151123/0.274669=  0.550200
0.249817: 367: 0.909519; 0.002906*  51.615573= 0.150012;  0.150012/0.249817=  0.600489
0.226137: 380: 0.905211; 0.003095*  48.086554= 0.148843;  0.148843/0.226137=  0.658200
0.203701: 393: 0.900787; 0.003299*  44.660560= 0.147347;  0.147347/0.203701=  0.723348
0.182569: 407: 0.896258; 0.003519*  41.361731= 0.145536;  0.145536/0.182569=  0.797159
0.162782: 420: 0.891618; 0.003755*  38.219082= 0.143508;  0.143508/0.162782=  0.881601
0.144366: 434: 0.886871; 0.004009*  35.182485= 0.141051;  0.141051/0.144366=  0.977033
0.127333: 448: 0.882016; 0.004283*  32.240508= 0.138073;  0.138073/0.127333=  1.084342
0.111679: 462: 0.877060; 0.004576*  29.552053= 0.135234;  0.135234/0.111679=  1.210918
0.097383: 477: 0.871993; 0.004892*  26.865137= 0.131423;  0.131423/0.097383=  1.349540
0.084413: 491: 0.866810; 0.005232*  24.419891= 0.127760;  0.127760/0.084413=  1.513516
0.072724: 506: 0.861532; 0.005596*  21.984810= 0.123016;  0.123016/0.072724=  1.691541
0.062262: 521: 0.856138; 0.005986*  19.821662= 0.118660;  0.118660/0.062262=  1.905811
0.052963: 536: 0.850642; 0.006405*  17.683852= 0.113260;  0.113260/0.052963=  2.138478
0.044756: 551: 0.845039; 0.006853*  15.695774= 0.107557;  0.107557/0.044756=  2.403210
0.037565: 567: 0.839338; 0.007331*  13.941384= 0.102202;  0.102202/0.037565=  2.720661
0.031311: 583: 0.833526; 0.007842*  12.189736= 0.095592;  0.095592/0.031311=  3.052953
0.025914: 598: 0.827616; 0.008387*  10.616879= 0.089042;  0.089042/0.025914=  3.436096
0.021291: 614: 0.821599; 0.008968*   9.225378= 0.082730;  0.082730/0.021291=  3.885708
0.017362: 631: 0.815485; 0.009585*   7.917099= 0.075887;  0.075887/0.017362=  4.370779
0.014051: 647: 0.809269; 0.010241*   6.726924= 0.068893;  0.068893/0.014051=  4.903145
0.011282: 664: 0.802957; 0.010937*   5.680561= 0.062130;  0.062130/0.011282=  5.506931
0.008987: 680: 0.796544; 0.011675*   4.759467= 0.055568;  0.055568/0.008987=  6.183358
0.007100: 697: 0.790041; 0.012455*   3.948231= 0.049177;  0.049177/0.007100=  6.926456
0.005562: 714: 0.783444; 0.013280*   3.234726= 0.042957;  0.042957/0.005562=  7.722856
0.004321: 732: 0.776746; 0.014151*   2.622828= 0.037117;  0.037117/0.004321=  8.590791
0.003327: 749: 0.769958; 0.015070*   2.097647= 0.031612;  0.031612/0.003327=  9.502588
0.002539: 767: 0.763090; 0.016036*   1.669980= 0.026780;  0.026780/0.002539= 10.549448
0.001919: 784: 0.756132; 0.017053*   1.303427= 0.022227;  0.022227/0.001919= 11.579730
0.001438: 802: 0.749083; 0.018121*   1.007668= 0.018260;  0.018260/0.001438= 12.699921
0.001067: 821: 0.741959; 0.019242*   0.768771= 0.014793;  0.014793/0.001067= 13.866170
0.000784: 839: 0.734753; 0.020417*   0.580477= 0.011852;  0.011852/0.000784= 15.119799
0.000570: 857: 0.727454; 0.021650*   0.435656= 0.009432;  0.009432/0.000570= 16.541338
0.000411: 876: 0.720087; 0.022939*   0.322487= 0.007398;  0.007398/0.000411= 18.016591
0.000293: 895: 0.712622; 0.024292*   0.238047= 0.005783;  0.005783/0.000293= 19.762304
0.000206: 914: 0.705135; 0.025695*   0.175594= 0.004512;  0.004512/0.000206= 21.867759
0.000144: 933: 0.697587; 0.027158*   0.129784= 0.003525;  0.003525/0.000144= 24.489148
0.000099: 953: 0.689911; 0.028697*   0.096401= 0.002766;  0.002766/0.000099= 27.859306
