# Old comments in file ../exp/dpm_alphaBar/dpm_alphaBar_1-100-logSNR.txt
# order     : 1
# steps     : 100
# skip_type : logSNR
# data_type : alpha_bar
# 
# Old alpha_bar and its timestep
# 0.99987864    0
# 0.99985278    0
# 0.99982148    0
# 0.99978334    0
# 0.99973720    1
# 0.99968112    1
# 0.99961323    2
# 0.99953079    2
# 0.99943078    3
# 0.99930942    3
# 0.99916238    4
# 0.99898380    5
# 0.99876750    6
# 0.99850506    7
# 0.99818689    8
# 0.99780113   10
# 0.99733365   11
# 0.99676692   13
# 0.99608016   14
# 0.99524850   16
# 0.99424118   18
# 0.99302185   21
# 0.99154657   24
# 0.98976260   26
# 0.98760682   30
# 0.98500395   33
# 0.98186451   37
# 0.97808242   41
# 0.97353292   46
# 0.96806973   51
# 0.96152347   57
# 0.95369953   63
# 0.94437647   70
# 0.93330741   77
# 0.92022163   85
# 0.90483028   94
# 0.88683462  104
# 0.86594027  114
# 0.84187591  125
# 0.81441778  138
# 0.78341812  151
# 0.74883723  164
# 0.71077335  179
# 0.66948688  195
# 0.62541282  211
# 0.57915610  228
# 0.53146654  246
# 0.48319510  264
# 0.43523529  283
# 0.38845766  302
# 0.34364849  321
# 0.30145997  341
# 0.26238048  360
# 0.22672275  380
# 0.19463222  399
# 0.16610815  418
# 0.14103232  437
# 0.11920083  455
# 0.10035399  474
# 0.08420218  492
# 0.07044641  509
# 0.05879358  526
# 0.04896675  543
# 0.04071138  560
# 0.03379831  576
# 0.02802482  592
# 0.02321389  607
# 0.01921250  623
# 0.01588961  637
# 0.01313375  652
# 0.01085058  666
# 0.00896071  680
# 0.00739754  694
# 0.00610539  708
# 0.00503779  721
# 0.00415609  734
# 0.00342818  747
# 0.00282739  760
# 0.00233164  772
# 0.00192265  784
# 0.00158529  796
# 0.00130704  808
# 0.00107758  820
# 0.00088837  832
# 0.00073236  843
# 0.00060372  854
# 0.00049767  865
# 0.00041025  876
# 0.00033817  887
# 0.00027875  898
# 0.00022978  908
# 0.00018940  919
# 0.00015612  929
# 0.00012869  939
# 0.00010607  949
# 0.00008743  959
# 0.00007207  969
# 0.00005940  979
# 0.00004896  989
# 0.00004036  998
# 
# lr           : 1e-06
# n_epochs     : 10000
# aa_low       : 0.0001
# aa_low_lambda: 10000000.0
# beta_schedule: linear
# torch.seed() : 8079376260256798063
# alpha_bar_dir: ../exp/dpm_alphaBar
# Epoch        : 009999; loss:207.680857 = 207.679580 + 0.001277
# loss_var     : 257.952862 => 207.679580
# model.learning_portion: 0.01
# model.out_channels    : 100
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.978209:  41: 0.997360; 0.000085* 432.306953= 0.036836;  0.036836/0.978209=  0.037657
0.975404:  44: 0.997132; 0.000089* 413.995580= 0.036779;  0.036779/0.975404=  0.037706
0.972373:  47: 0.996893; 0.000093* 396.868312= 0.036776;  0.036776/0.972373=  0.037821
0.969108:  50: 0.996643; 0.000097* 380.842272= 0.036768;  0.036768/0.969108=  0.037940
0.965618:  53: 0.996398; 0.000100* 366.168821= 0.036485;  0.036485/0.965618=  0.037784
0.961888:  57: 0.996138; 0.000103* 352.472001= 0.036354;  0.036354/0.961888=  0.037794
0.958076:  60: 0.996037; 0.000098* 339.585097= 0.033405;  0.033405/0.958076=  0.034867
0.953678:  63: 0.995409; 0.000120* 326.818679= 0.039140;  0.039140/0.953678=  0.041041
0.947041:  68: 0.993041; 0.000245* 310.370120= 0.076046;  0.076046/0.947041=  0.080298
0.937509:  75: 0.989935; 0.000442* 290.370855= 0.128235;  0.128235/0.937509=  0.136783
0.924670:  83: 0.986306; 0.000686* 268.666687= 0.184389;  0.184389/0.924670=  0.199410
0.908111:  92: 0.982091; 0.000970* 247.303479= 0.239786;  0.239786/0.908111=  0.264049
0.887492: 104: 0.977295; 0.001278* 225.918637= 0.288740;  0.288740/0.887492=  0.325344
0.862507: 116: 0.971847; 0.001611* 205.924920= 0.331695;  0.331695/0.862507=  0.384571
0.832994: 129: 0.965782; 0.001959* 187.336223= 0.367025;  0.367025/0.832994=  0.440610
0.798921: 144: 0.959096; 0.002323* 170.103705= 0.395178;  0.395178/0.798921=  0.494639
0.760442: 160: 0.951836; 0.002700* 154.453236= 0.417014;  0.417014/0.760442=  0.548384
0.717927: 176: 0.944092; 0.003084* 140.230531= 0.432521;  0.432521/0.717927=  0.602458
0.671961: 194: 0.935974; 0.003472* 127.204645= 0.441681;  0.441681/0.671961=  0.657301
0.623307: 212: 0.927594; 0.003860* 115.300152= 0.445084;  0.445084/0.623307=  0.714068
0.572887: 230: 0.919108; 0.004242* 104.474337= 0.443217;  0.443217/0.572887=  0.773656
0.521719: 249: 0.910684; 0.004612*  94.792468= 0.437138;  0.437138/0.521719=  0.837882
0.470830: 269: 0.902459; 0.004964*  85.837868= 0.426102;  0.426102/0.470830=  0.905002
0.421199: 288: 0.894589; 0.005294*  77.681806= 0.411210;  0.411210/0.421199=  0.976286
0.373678: 308: 0.887177; 0.005598*  70.306364= 0.393541;  0.393541/0.373678=  1.053155
0.328956: 328: 0.880318; 0.005873*  63.529291= 0.373102;  0.373102/0.328956=  1.134200
0.287523: 347: 0.874049; 0.006121*  57.330935= 0.350896;  0.350896/0.287523=  1.220410
0.249687: 367: 0.868406; 0.006339*  51.587909= 0.327026;  0.327026/0.249687=  1.309745
0.215578: 386: 0.863392; 0.006530*  46.536343= 0.303871;  0.303871/0.215578=  1.409566
0.185180: 405: 0.858992; 0.006693*  41.892347= 0.280403;  0.280403/0.185180=  1.514224
0.158358: 424: 0.855157; 0.006834*  37.547680= 0.256586;  0.256586/0.158358=  1.620296
0.134896: 442: 0.851843; 0.006953*  33.575967= 0.233443;  0.233443/0.134896=  1.730543
0.114528: 460: 0.849008; 0.007052*  30.005691= 0.211604;  0.211604/0.114528=  1.847623
0.096958: 477: 0.846592; 0.007135*  26.799177= 0.191222;  0.191222/0.096958=  1.972210
0.081885: 494: 0.844542; 0.007205*  23.918882= 0.172330;  0.172330/0.081885=  2.104537
0.069014: 511: 0.842816; 0.007262*  21.261297= 0.154394;  0.154394/0.069014=  2.237129
0.058067: 528: 0.841372; 0.007308*  18.876815= 0.137953;  0.137953/0.058067=  2.375771
0.048785: 544: 0.840156; 0.007347*  16.684569= 0.122575;  0.122575/0.048785=  2.512546
0.040937: 559: 0.839136; 0.007378*  14.812441= 0.109293;  0.109293/0.040937=  2.669757
0.034317: 575: 0.838291; 0.007404*  13.015176= 0.096363;  0.096363/0.034317=  2.807989
0.028744: 590: 0.837595; 0.007424*  11.467252= 0.085131;  0.085131/0.028744=  2.961698
0.024059: 604: 0.837011; 0.007441*  10.042056= 0.074719;  0.074719/0.024059=  3.105641
0.020126: 619: 0.836526; 0.007454*   8.835159= 0.065859;  0.065859/0.020126=  3.272321
0.016828: 633: 0.836126; 0.007465*   7.713169= 0.057578;  0.057578/0.016828=  3.421562
0.014065: 647: 0.835792; 0.007474*   6.731960= 0.050313;  0.050313/0.014065=  3.577299
0.011751: 660: 0.835518; 0.007481*   5.874179= 0.043943;  0.043943/0.011751=  3.739433
0.009816: 674: 0.835289; 0.007486*   5.117700= 0.038313;  0.038313/0.009816=  3.903291
0.008197: 687: 0.835105; 0.007491*   4.437888= 0.033243;  0.033243/0.008197=  4.055395
0.006844: 700: 0.834954; 0.007494*   3.823317= 0.028651;  0.028651/0.006844=  4.186179
0.005714: 712: 0.834827; 0.007497*   3.314258= 0.024845;  0.024845/0.005714=  4.348365
0.004769: 725: 0.834718; 0.007499*   2.854199= 0.021404;  0.021404/0.004769=  4.487815
0.003981: 737: 0.834632; 0.007501*   2.440890= 0.018309;  0.018309/0.003981=  4.599377
0.003322: 749: 0.834559; 0.007502*   2.093702= 0.015707;  0.015707/0.003322=  4.728182
0.002772: 761: 0.834503; 0.007503*   1.801602= 0.013517;  0.013517/0.002772=  4.875899
0.002313: 773: 0.834451; 0.007504*   1.539757= 0.011555;  0.011555/0.002313=  4.994814
0.001930: 784: 0.834416; 0.007504*   1.310476= 0.009834;  0.009834/0.001930=  5.094756
0.001611: 795: 0.834383; 0.007505*   1.118304= 0.008393;  0.008393/0.001611=  5.210951
0.001344: 807: 0.834359; 0.007505*   0.950398= 0.007133;  0.007133/0.001344=  5.307793
0.001121: 818: 0.834322; 0.007507*   0.807835= 0.006064;  0.006064/0.001121=  5.408678
0.000935: 828: 0.834310; 0.007506*   0.684042= 0.005135;  0.005135/0.000935=  5.489103
0.000780: 839: 0.834315; 0.007505*   0.577911= 0.004337;  0.004337/0.000780=  5.557144
0.000651: 850: 0.834279; 0.007507*   0.490371= 0.003681;  0.003681/0.000651=  5.653798
0.000543: 860: 0.834266; 0.007507*   0.415436= 0.003119;  0.003119/0.000543=  5.741607
0.000453: 871: 0.834300; 0.007503*   0.353152= 0.002650;  0.002650/0.000453=  5.847120
0.000378: 881: 0.834243; 0.007508*   0.300037= 0.002253;  0.002253/0.000378=  5.958458
0.000315: 891: 0.834259; 0.007506*   0.254417= 0.001910;  0.001910/0.000315=  6.054641
0.000263: 901: 0.834273; 0.007504*   0.216267= 0.001623;  0.001623/0.000263=  6.167752
0.000220: 911: 0.834202; 0.007511*   0.185080= 0.001390;  0.001390/0.000220=  6.332717
0.000183: 921: 0.834241; 0.007507*   0.158885= 0.001193;  0.001193/0.000183=  6.513134
0.000153: 930: 0.834292; 0.007501*   0.136007= 0.001020;  0.001020/0.000153=  6.678134
0.000127: 940: 0.834177; 0.007512*   0.117738= 0.000884;  0.000884/0.000127=  6.940194
0.000106: 949: 0.834221; 0.007508*   0.101768= 0.000764;  0.000764/0.000106=  7.186817
0.000089: 959: 0.834324; 0.007498*   0.088769= 0.000666;  0.000666/0.000089=  7.503715
