# Old comments in file ./exp/dpm_alphaBar/dpm_alphaBar_2-050-time_uniform.txt
# order     : 2
# steps     : 50
# skip_type : time_uniform
# data_type : alpha_bar
# 
# Old alpha_bar and its timestep
# 0.99374515   19
# 0.97980201   39
# 0.95839578   59
# 0.93002242   79
# 0.89532876   99
# 0.85508835  119
# 0.81017190  139
# 0.76151741  159
# 0.71009684  179
# 0.65688461  199
# 0.60282701  219
# 0.54881662  239
# 0.49566856  259
# 0.44410270  279
# 0.39473221  299
# 0.34805411  319
# 0.30444926  339
# 0.26418364  359
# 0.22741453  379
# 0.19420029  399
# 0.16451307  419
# 0.13825080  439
# 0.11525247  459
# 0.09531191  479
# 0.07819104  499
# 0.06363231  519
# 0.05136989  539
# 0.04113851  559
# 0.03268097  579
# 0.02575416  599
# 0.02013281  619
# 0.01561221  639
# 0.01200952  659
# 0.00916405  679
# 0.00693662  699
# 0.00520841  719
# 0.00387935  739
# 0.00286620  759
# 0.00210062  779
# 0.00152714  799
# 0.00110129  819
# 0.00078780  839
# 0.00055900  859
# 0.00039346  879
# 0.00027471  899
# 0.00019025  919
# 0.00013069  939
# 0.00008906  959
# 0.00006020  979
# 0.00004036  998
# 
# lr           : 1e-06
# n_epochs     : 10000
# aa_low       : 0.0001
# aa_low_lambda: 10000000
# beta_schedule: linear
# torch.seed() : 11898236869720319207
# alpha_bar_dir: ./exp/dpm_alphaBar
# Epoch        : 009999; loss:804.465674 = 804.458768 + 0.006907
# loss_var     : 952.949389 => 804.458768
# model.learning_portion: 0.01
# model.out_channels    : 50
# aacum : ts : alpha   ; coef    *weight     =numerator; numerator/aacum   =sub_var
0.361499: 313: 0.884707; 0.0     *   0.0     = 0.0     ;  0.0     /0.361499=  0.0     
0.317299: 333: 0.877731; 0.022078*  68.533282= 1.513100;  1.513100/0.317299=  4.768694
0.276307: 353: 0.870809; 0.0     *   0.0     = 0.0     ;  0.0     /0.276307=  0.0     
0.238712: 373: 0.863937; 0.024289*  55.606050= 1.350638;  1.350638/0.238712=  5.658033
0.204605: 393: 0.857121; 0.0     *   0.0     = 0.0     ;  0.0     /0.204605=  0.0     
0.173986: 412: 0.850353; 0.026882*  44.718754= 1.202137;  1.202137/0.173986=  6.909386
0.146781: 432: 0.843638; 0.0     *   0.0     = 0.0     ;  0.0     /0.146781=  0.0     
0.122852: 452: 0.836974; 0.029878*  35.553231= 1.062265;  1.062265/0.122852=  8.646696
0.102012: 472: 0.830361; 0.0     *   0.0     = 0.0     ;  0.0     /0.102012=  0.0     
0.084037: 492: 0.823797; 0.033290*  27.763963= 0.924260;  0.924260/0.084037= 10.998270
0.068682: 512: 0.817283; 0.0     *   0.0     = 0.0     ;  0.0     /0.068682=  0.0     
0.055689: 532: 0.810821; 0.037120*  21.184800= 0.786389;  0.786389/0.055689= 14.121156
0.044796: 551: 0.804404; 0.0     *   0.0     = 0.0     ;  0.0     /0.044796=  0.0     
0.035749: 571: 0.798040; 0.041362*  15.706993= 0.649668;  0.649668/0.035749= 18.172944
0.028303: 591: 0.791723; 0.0     *   0.0     = 0.0     ;  0.0     /0.028303=  0.0     
0.022231: 611: 0.785454; 0.045995*  11.327498= 0.521003;  0.521003/0.022231= 23.435793
0.017323: 631: 0.779232; 0.0     *   0.0     = 0.0     ;  0.0     /0.017323=  0.0     
0.013392: 651: 0.773059; 0.050994*   7.899342= 0.402817;  0.402817/0.013392= 30.079342
0.010271: 670: 0.766932; 0.0     *   0.0     = 0.0     ;  0.0     /0.010271=  0.0     
0.007814: 690: 0.760852; 0.056326*   5.269151= 0.296792;  0.296792/0.007814= 37.980087
0.005898: 710: 0.754818; 0.0     *   0.0     = 0.0     ;  0.0     /0.005898=  0.0     
0.004417: 730: 0.748830; 0.061958*   3.398627= 0.210573;  0.210573/0.004417= 47.674015
0.003281: 750: 0.742888; 0.0     *   0.0     = 0.0     ;  0.0     /0.003281=  0.0     
0.002418: 770: 0.736990; 0.067857*   2.069048= 0.140399;  0.140399/0.002418= 58.057210
0.001768: 790: 0.731140; 0.0     *   0.0     = 0.0     ;  0.0     /0.001768=  0.0     
0.001282: 809: 0.725339; 0.073987*   1.220178= 0.090278;  0.090278/0.001282= 70.393532
0.000923: 829: 0.719566; 0.0     *   0.0     = 0.0     ;  0.0     /0.000923=  0.0     
0.000659: 849: 0.713861; 0.080329*   0.673874= 0.054131;  0.054131/0.000659= 82.170704
0.000467: 869: 0.708186; 0.0     *   0.0     = 0.0     ;  0.0     /0.000467=  0.0     
0.000328: 889: 0.702545; 0.086853*   0.361812= 0.031425;  0.031425/0.000328= 95.877236
0.000228: 909: 0.696934; 0.0     *   0.0     = 0.0     ;  0.0     /0.000228=  0.0     
0.000158: 929: 0.691457; 0.093541*   0.191261= 0.017891;  0.017891/0.000158=113.270740
0.000108: 948: 0.685946; 0.0     *   0.0     = 0.0     ;  0.0     /0.000108=  0.0     
0.000074: 968: 0.680430; 0.100384*   0.103693= 0.010409;  0.010409/0.000074=141.199104
